FLIGHT_DATE,year,quarter,month,day,AIRLINE,AIRLINE_CODE,DOT_CODE,FLIGHT_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,SCHEDULED_DEP_TIME,crs_dep_time_converted,DEP_TIME,dep_time_converted,DEP_DELAY,TAXI_OUT,WHEELS_OFF,wheels_off_converted,WHEELS_ON,wheels_on_converted,TAXI_IN,SCHEDULED_ARR_TIME,crs_arr_time_converted,ARR_TIME,arr_time_converted,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,SCHEDULED_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,cancelled_c,diverted_c
2019-09-21,2019,3,Sep,21,PSA Airlines Inc.,OH,20397,5473,BUF,"Buffalo, NY",DCA,"Washington, DC",1538,15:38,1558.0,15:58,20.0,18.0,1616.0,16:16,1706.0,17:06,6.0,1700,17:00,1712.0,17:12,12.0,0,Not Cancelled,0,82.0,74.0,50.0,296.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-12-04,2022,4,Dec,4,Southwest Airlines Co.,WN,19393,1227,SMF,"Sacramento, CA",DEN,"Denver, CO",2120,21:20,2149.0,21:49,29.0,8.0,2157.0,21:57,41.0,00:41,5.0,40,00:40,46.0,00:46,6.0,0,Not Cancelled,0,140.0,117.0,104.0,909.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-10-09,2021,4,Oct,9,American Airlines Inc.,AA,19805,2102,CMH,"Columbus, OH",CLT,"Charlotte, NC",1815,18:15,1821.0,18:21,6.0,17.0,1838.0,18:38,1932.0,19:32,7.0,1951,19:51,1939.0,19:39,-12.0,0,Not Cancelled,0,96.0,78.0,54.0,347.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-08-08,2021,3,Aug,8,Spirit Air Lines,NK,20416,721,PIT,"Pittsburgh, PA",MCO,"Orlando, FL",730,07:30,738.0,07:38,8.0,10.0,748.0,07:48,929.0,09:29,9.0,949,09:49,938.0,09:38,-11.0,0,Not Cancelled,0,139.0,120.0,101.0,834.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-09-23,2021,3,Sep,23,Hawaiian Airlines Inc.,HA,19690,545,OGG,"Kahului, HI",HNL,"Honolulu, HI",2020,20:20,2015.0,20:15,-5.0,8.0,2023.0,20:23,2044.0,20:44,6.0,2058,20:58,2050.0,20:50,-8.0,0,Not Cancelled,0,38.0,35.0,21.0,100.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-07-07,2019,3,Jul,7,Republic Airline,YX,20452,4504,LGA,"New York, NY",CHS,"Charleston, SC",659,06:59,651.0,06:51,-8.0,17.0,708.0,07:08,840.0,08:40,9.0,910,09:10,849.0,08:49,-21.0,0,Not Cancelled,0,131.0,118.0,92.0,641.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-11-18,2020,4,Nov,18,PSA Airlines Inc.,OH,20397,5185,CLT,"Charlotte, NC",GRR,"Grand Rapids, MI",2010,20:10,2005.0,20:05,-5.0,18.0,2023.0,20:23,2149.0,21:49,5.0,2210,22:10,2154.0,21:54,-16.0,0,Not Cancelled,0,120.0,109.0,86.0,583.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-03-20,2023,1,Mar,20,Southwest Airlines Co.,WN,19393,3176,MSP,"Minneapolis, MN",MDW,"Chicago, IL",515,05:15,518.0,05:18,3.0,27.0,545.0,05:45,651.0,06:51,6.0,700,07:00,657.0,06:57,-3.0,0,Not Cancelled,0,105.0,99.0,66.0,349.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-06-24,2019,2,Jun,24,Southwest Airlines Co.,WN,19393,877,MDW,"Chicago, IL",MCO,"Orlando, FL",1305,13:05,1300.0,13:00,-5.0,13.0,1313.0,13:13,1629.0,16:29,6.0,1650,16:50,1635.0,16:35,-15.0,0,Not Cancelled,0,165.0,155.0,136.0,990.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-03-29,2021,1,Mar,29,American Airlines Inc.,AA,19805,1533,PHL,"Philadelphia, PA",MIA,"Miami, FL",821,08:21,821.0,08:21,0.0,16.0,837.0,08:37,1058.0,10:58,17.0,1120,11:20,1115.0,11:15,-5.0,0,Not Cancelled,0,179.0,174.0,141.0,1013.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-12-11,2019,4,Dec,11,Southwest Airlines Co.,WN,19393,2295,STL,"St. Louis, MO",SAT,"San Antonio, TX",2205,22:05,2155.0,21:55,-10.0,9.0,2204.0,22:04,2357.0,23:57,3.0,25,00:25,2400.0,,-25.0,0,Not Cancelled,0,140.0,125.0,113.0,786.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-12-31,2019,4,Dec,31,ExpressJet Airlines LLC d/b/a aha!,EV,20366,4086,HRL,"Harlingen/San Benito, TX",IAH,"Houston, TX",1609,16:09,1556.0,15:56,-13.0,10.0,1606.0,16:06,1702.0,17:02,7.0,1725,17:25,1709.0,17:09,-16.0,0,Not Cancelled,0,76.0,73.0,56.0,295.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-06-22,2019,2,Jun,22,SkyWest Airlines Inc.,OO,20304,3873,SLC,"Salt Lake City, UT",HLN,"Helena, MT",1100,11:00,1108.0,11:08,8.0,18.0,1126.0,11:26,1236.0,12:36,2.0,1237,12:37,1238.0,12:38,1.0,0,Not Cancelled,0,97.0,90.0,70.0,402.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-08-01,2021,3,Aug,1,American Airlines Inc.,AA,19805,1506,IND,"Indianapolis, IN",DFW,"Dallas/Fort Worth, TX",1215,12:15,1209.0,12:09,-6.0,14.0,1223.0,12:23,1310.0,13:10,14.0,1333,13:33,1324.0,13:24,-9.0,0,Not Cancelled,0,138.0,135.0,107.0,761.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-03-02,2023,1,Mar,2,United Air Lines Inc.,UA,19977,1578,IAH,"Houston, TX",LAX,"Los Angeles, CA",1640,16:40,1640.0,16:40,0.0,23.0,1703.0,17:03,1820.0,18:20,7.0,1829,18:29,1827.0,18:27,-2.0,0,Not Cancelled,0,229.0,227.0,197.0,1379.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-04-07,2022,2,Apr,7,SkyWest Airlines Inc.,OO,20304,4633,BIS,"Bismarck/Mandan, ND",DEN,"Denver, CO",930,09:30,924.0,09:24,-6.0,15.0,939.0,09:39,952.0,09:52,17.0,1024,10:24,1009.0,10:09,-15.0,0,Not Cancelled,0,114.0,105.0,73.0,516.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-05-18,2022,2,May,18,Delta Air Lines Inc.,DL,19790,1615,RDU,"Raleigh/Durham, NC",ATL,"Atlanta, GA",825,08:25,902.0,09:02,37.0,20.0,922.0,09:22,1019.0,10:19,6.0,955,09:55,1025.0,10:25,30.0,0,Not Cancelled,0,90.0,83.0,57.0,356.0,30.0,0.0,0.0,0.0,0.0,No,No
2019-09-24,2019,3,Sep,24,Delta Air Lines Inc.,DL,19790,2027,MSP,"Minneapolis, MN",MEM,"Memphis, TN",1429,14:29,1426.0,14:26,-3.0,16.0,1442.0,14:42,1617.0,16:17,5.0,1625,16:25,1622.0,16:22,-3.0,0,Not Cancelled,0,116.0,116.0,95.0,700.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-05-12,2021,2,May,12,SkyWest Airlines Inc.,OO,20304,5150,SHR,"Sheridan, WY",DEN,"Denver, CO",1050,10:50,1047.0,10:47,-3.0,9.0,1056.0,10:56,1154.0,11:54,9.0,1212,12:12,1203.0,12:03,-9.0,0,Not Cancelled,0,82.0,76.0,58.0,359.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-08-09,2021,3,Aug,9,Southwest Airlines Co.,WN,19393,608,BOI,"Boise, ID",SNA,"Santa Ana, CA",1235,12:35,1232.0,12:32,-3.0,9.0,1241.0,12:41,1330.0,13:30,4.0,1345,13:45,1334.0,13:34,-11.0,0,Not Cancelled,0,130.0,122.0,109.0,688.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-10-28,2021,4,Oct,28,SkyWest Airlines Inc.,OO,20304,5467,IAH,"Houston, TX",TUS,"Tucson, AZ",2000,20:00,2011.0,20:11,11.0,25.0,2036.0,20:36,2049.0,20:49,5.0,2040,20:40,2054.0,20:54,14.0,0,Not Cancelled,0,160.0,163.0,133.0,936.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-08-12,2020,3,Aug,12,Southwest Airlines Co.,WN,19393,1747,BDL,"Hartford, CT",BWI,"Baltimore, MD",1235,12:35,1229.0,12:29,-6.0,9.0,1238.0,12:38,1325.0,13:25,12.0,1350,13:50,1337.0,13:37,-13.0,0,Not Cancelled,0,75.0,68.0,47.0,283.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-06-22,2022,2,Jun,22,Southwest Airlines Co.,WN,19393,1939,RNO,"Reno, NV",LGB,"Long Beach, CA",1740,17:40,1818.0,18:18,38.0,10.0,1828.0,18:28,1939.0,19:39,3.0,1905,19:05,1942.0,19:42,37.0,0,Not Cancelled,0,85.0,84.0,71.0,402.0,3.0,0.0,0.0,0.0,34.0,No,No
2022-03-04,2022,1,Mar,4,SkyWest Airlines Inc.,OO,20304,3017,HPN,"White Plains, NY",ORD,"Chicago, IL",705,07:05,659.0,06:59,-6.0,13.0,712.0,07:12,825.0,08:25,15.0,842,08:42,840.0,08:40,-2.0,0,Not Cancelled,0,157.0,161.0,133.0,738.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-06-06,2019,2,Jun,6,SkyWest Airlines Inc.,OO,20304,5650,ORD,"Chicago, IL",SAV,"Savannah, GA",600,06:00,553.0,05:53,-7.0,20.0,613.0,06:13,855.0,08:55,8.0,914,09:14,903.0,09:03,-11.0,0,Not Cancelled,0,134.0,130.0,102.0,773.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-01-28,2020,1,Jan,28,SkyWest Airlines Inc.,OO,20304,3256,PHX,"Phoenix, AZ",MFR,"Medford, OR",1536,15:36,1529.0,15:29,-7.0,20.0,1549.0,15:49,1702.0,17:02,4.0,1704,17:04,1706.0,17:06,2.0,0,Not Cancelled,0,148.0,157.0,133.0,854.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-01-21,2023,1,Jan,21,Delta Air Lines Inc.,DL,19790,1015,MCO,"Orlando, FL",JFK,"New York, NY",1145,11:45,1145.0,11:45,0.0,15.0,1200.0,12:00,1401.0,14:01,7.0,1417,14:17,1408.0,14:08,-9.0,0,Not Cancelled,0,152.0,143.0,121.0,944.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-08-15,2020,3,Aug,15,American Airlines Inc.,AA,19805,2634,ORD,"Chicago, IL",SFO,"San Francisco, CA",950,09:50,947.0,09:47,-3.0,15.0,1002.0,10:02,1208.0,12:08,5.0,1228,12:28,1213.0,12:13,-15.0,0,Not Cancelled,0,278.0,266.0,246.0,1846.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-09-23,2020,3,Sep,23,Southwest Airlines Co.,WN,19393,1522,BNA,"Nashville, TN",DAL,"Dallas, TX",2055,20:55,2045.0,20:45,-10.0,8.0,2053.0,20:53,2227.0,22:27,2.0,2245,22:45,2229.0,22:29,-16.0,0,Not Cancelled,0,110.0,104.0,94.0,623.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-11-21,2022,4,Nov,21,Frontier Airlines Inc.,F9,20436,680,DEN,"Denver, CO",MCO,"Orlando, FL",730,07:30,737.0,07:37,7.0,14.0,751.0,07:51,1259.0,12:59,7.0,1308,13:08,1306.0,13:06,-2.0,0,Not Cancelled,0,218.0,209.0,188.0,1546.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-10-16,2020,4,Oct,16,SkyWest Airlines Inc.,OO,20304,3767,MSP,"Minneapolis, MN",GFK,"Grand Forks, ND",2050,20:50,2048.0,20:48,-2.0,9.0,2057.0,20:57,2150.0,21:50,3.0,2206,22:06,2153.0,21:53,-13.0,0,Not Cancelled,0,76.0,65.0,53.0,284.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-08-10,2022,3,Aug,10,Southwest Airlines Co.,WN,19393,1308,MCI,"Kansas City, MO",ATL,"Atlanta, GA",1810,18:10,1825.0,18:25,15.0,7.0,1832.0,18:32,2125.0,21:25,11.0,2110,21:10,2136.0,21:36,26.0,0,Not Cancelled,0,120.0,131.0,113.0,692.0,12.0,0.0,11.0,0.0,3.0,No,No
2022-09-03,2022,3,Sep,3,JetBlue Airways,B6,20409,2692,MIA,"Miami, FL",JFK,"New York, NY",1857,18:57,1855.0,18:55,-2.0,26.0,1921.0,19:21,2148.0,21:48,7.0,2159,21:59,2155.0,21:55,-4.0,0,Not Cancelled,0,182.0,180.0,147.0,1089.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-05-11,2022,2,May,11,SkyWest Airlines Inc.,OO,20304,3081,HRL,"Harlingen/San Benito, TX",DFW,"Dallas/Fort Worth, TX",1524,15:24,1520.0,15:20,-4.0,13.0,1533.0,15:33,1644.0,16:44,21.0,1704,17:04,1705.0,17:05,1.0,0,Not Cancelled,0,100.0,105.0,71.0,461.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-07-09,2019,3,Jul,9,Alaska Airlines Inc.,AS,19930,807,SEA,"Seattle, WA",KOA,"Kona, HI",1730,17:30,1725.0,17:25,-5.0,13.0,1738.0,17:38,2012.0,20:12,5.0,2040,20:40,2017.0,20:17,-23.0,0,Not Cancelled,0,370.0,352.0,334.0,2688.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-09-18,2019,3,Sep,18,Alaska Airlines Inc.,AS,19930,1751,SFO,"San Francisco, CA",SEA,"Seattle, WA",1220,12:20,1211.0,12:11,-9.0,21.0,1232.0,12:32,1408.0,14:08,9.0,1445,14:45,1417.0,14:17,-28.0,0,Not Cancelled,0,145.0,126.0,96.0,679.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-06-13,2021,2,Jun,13,Alaska Airlines Inc.,AS,19930,654,SEA,"Seattle, WA",SMF,"Sacramento, CA",1755,17:55,1754.0,17:54,-1.0,15.0,1809.0,18:09,1941.0,19:41,4.0,1946,19:46,1945.0,19:45,-1.0,0,Not Cancelled,0,111.0,111.0,92.0,605.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-11-25,2020,4,Nov,25,Southwest Airlines Co.,WN,19393,5060,BWI,"Baltimore, MD",CVG,"Cincinnati, OH",905,09:05,900.0,09:00,-5.0,15.0,915.0,09:15,1036.0,10:36,4.0,1045,10:45,1040.0,10:40,-5.0,0,Not Cancelled,0,100.0,100.0,81.0,430.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-06-01,2021,2,Jun,1,Southwest Airlines Co.,WN,19393,2041,LGA,"New York, NY",BNA,"Nashville, TN",1620,16:20,1618.0,16:18,-2.0,11.0,1629.0,16:29,1724.0,17:24,5.0,1800,18:00,1729.0,17:29,-31.0,0,Not Cancelled,0,160.0,131.0,115.0,764.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-09-16,2019,3,Sep,16,Southwest Airlines Co.,WN,19393,1675,ELP,"El Paso, TX",LAS,"Las Vegas, NV",720,07:20,725.0,07:25,5.0,11.0,736.0,07:36,758.0,07:58,3.0,805,08:05,801.0,08:01,-4.0,0,Not Cancelled,0,105.0,96.0,82.0,583.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-10-31,2021,4,Oct,31,SkyWest Airlines Inc.,OO,20304,5355,DFW,"Dallas/Fort Worth, TX",DEN,"Denver, CO",1130,11:30,1130.0,11:30,0.0,21.0,1151.0,11:51,1234.0,12:34,9.0,1244,12:44,1243.0,12:43,-1.0,0,Not Cancelled,0,134.0,133.0,103.0,641.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-09-27,2019,3,Sep,27,American Airlines Inc.,AA,19805,285,LAX,"Los Angeles, CA",LIH,"Lihue, HI",1735,17:35,1903.0,19:03,88.0,14.0,1917.0,19:17,2126.0,21:26,5.0,2024,20:24,2131.0,21:31,67.0,0,Not Cancelled,0,349.0,328.0,309.0,2615.0,0.0,0.0,0.0,0.0,67.0,No,No
2022-05-14,2022,2,May,14,Spirit Air Lines,NK,20416,3830,TPA,"Tampa, FL",BWI,"Baltimore, MD",1940,19:40,1937.0,19:37,-3.0,11.0,1948.0,19:48,2140.0,21:40,6.0,2205,22:05,2146.0,21:46,-19.0,0,Not Cancelled,0,145.0,129.0,112.0,842.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-06-10,2019,2,Jun,10,SkyWest Airlines Inc.,OO,20304,5491,SMF,"Sacramento, CA",SFO,"San Francisco, CA",820,08:20,814.0,08:14,-6.0,15.0,829.0,08:29,858.0,08:58,34.0,933,09:33,932.0,09:32,-1.0,0,Not Cancelled,0,73.0,78.0,29.0,86.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-06-03,2021,2,Jun,3,SkyWest Airlines Inc.,OO,20304,5141,DEN,"Denver, CO",SGU,"St. George, UT",1612,16:12,1756.0,17:56,104.0,23.0,1819.0,18:19,1934.0,19:34,4.0,1748,17:48,1938.0,19:38,110.0,0,Not Cancelled,0,96.0,102.0,75.0,517.0,110.0,0.0,0.0,0.0,0.0,No,No
2020-08-24,2020,3,Aug,24,Southwest Airlines Co.,WN,19393,933,LAS,"Las Vegas, NV",DAL,"Dallas, TX",605,06:05,601.0,06:01,-4.0,13.0,614.0,06:14,1036.0,10:36,2.0,1040,10:40,1038.0,10:38,-2.0,0,Not Cancelled,0,155.0,157.0,142.0,1067.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-03-19,2023,1,Mar,19,Southwest Airlines Co.,WN,19393,199,GSP,"Greer, SC",BWI,"Baltimore, MD",1225,12:25,1224.0,12:24,-1.0,6.0,1230.0,12:30,1330.0,13:30,6.0,1350,13:50,1336.0,13:36,-14.0,0,Not Cancelled,0,85.0,72.0,60.0,426.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-08-12,2020,3,Aug,12,United Air Lines Inc.,UA,19977,461,DEN,"Denver, CO",IAD,"Washington, DC",1415,14:15,1406.0,14:06,-9.0,19.0,1425.0,14:25,1922.0,19:22,28.0,1933,19:33,1950.0,19:50,17.0,0,Not Cancelled,0,198.0,224.0,177.0,1452.0,0.0,0.0,17.0,0.0,0.0,No,No
2022-08-17,2022,3,Aug,17,American Airlines Inc.,AA,19805,864,PHL,"Philadelphia, PA",CLT,"Charlotte, NC",2030,20:30,2029.0,20:29,-1.0,21.0,2050.0,20:50,2203.0,22:03,6.0,2216,22:16,2209.0,22:09,-7.0,0,Not Cancelled,0,106.0,100.0,73.0,449.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-02-15,2019,1,Feb,15,Endeavor Air Inc.,9E,20363,5406,BDL,"Hartford, CT",RDU,"Raleigh/Durham, NC",620,06:20,633.0,06:33,13.0,11.0,644.0,06:44,810.0,08:10,4.0,828,08:28,814.0,08:14,-14.0,0,Not Cancelled,0,128.0,101.0,86.0,532.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-05-19,2019,2,May,19,PSA Airlines Inc.,OH,20397,5386,MLB,"Melbourne, FL",CLT,"Charlotte, NC",615,06:15,611.0,06:11,-4.0,12.0,623.0,06:23,747.0,07:47,9.0,802,08:02,756.0,07:56,-6.0,0,Not Cancelled,0,107.0,105.0,84.0,490.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-09-27,2021,3,Sep,27,Southwest Airlines Co.,WN,19393,4439,PHX,"Phoenix, AZ",MDW,"Chicago, IL",1715,17:15,1714.0,17:14,-1.0,8.0,1722.0,17:22,2221.0,22:21,3.0,2230,22:30,2224.0,22:24,-6.0,0,Not Cancelled,0,195.0,190.0,179.0,1444.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-12-24,2022,4,Dec,24,Delta Air Lines Inc.,DL,19790,1033,ATL,"Atlanta, GA",TLH,"Tallahassee, FL",1515,15:15,1512.0,15:12,-3.0,11.0,1523.0,15:23,1601.0,16:01,4.0,1618,16:18,1605.0,16:05,-13.0,0,Not Cancelled,0,63.0,53.0,38.0,223.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-12-17,2020,4,Dec,17,American Airlines Inc.,AA,19805,1608,DFW,"Dallas/Fort Worth, TX",LGA,"New York, NY",1053,10:53,1046.0,10:46,-7.0,20.0,1106.0,11:06,1444.0,14:44,9.0,1515,15:15,1453.0,14:53,-22.0,0,Not Cancelled,0,202.0,187.0,158.0,1389.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-05-25,2023,2,May,25,SkyWest Airlines Inc.,OO,20304,4748,GRB,"Green Bay, WI",ORD,"Chicago, IL",600,06:00,550.0,05:50,-10.0,11.0,601.0,06:01,645.0,06:45,16.0,712,07:12,701.0,07:01,-11.0,0,Not Cancelled,0,72.0,71.0,44.0,173.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-07-03,2020,3,Jul,3,American Airlines Inc.,AA,19805,1853,DFW,"Dallas/Fort Worth, TX",BOS,"Boston, MA",1030,10:30,1026.0,10:26,-4.0,13.0,1039.0,10:39,1459.0,14:59,8.0,1520,15:20,1507.0,15:07,-13.0,0,Not Cancelled,0,230.0,221.0,200.0,1562.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-11-02,2021,4,Nov,2,Delta Air Lines Inc.,DL,19790,992,ATL,"Atlanta, GA",SAN,"San Diego, CA",1533,15:33,1531.0,15:31,-2.0,17.0,1548.0,15:48,1653.0,16:53,3.0,1702,17:02,1656.0,16:56,-6.0,0,Not Cancelled,0,269.0,265.0,245.0,1892.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-03-09,2023,1,Mar,9,American Airlines Inc.,AA,19805,2629,MIA,"Miami, FL",AUS,"Austin, TX",1840,18:40,1916.0,19:16,36.0,13.0,1929.0,19:29,2117.0,21:17,5.0,2054,20:54,2122.0,21:22,28.0,0,Not Cancelled,0,194.0,186.0,168.0,1103.0,24.0,0.0,0.0,0.0,4.0,No,No
2023-03-06,2023,1,Mar,6,Delta Air Lines Inc.,DL,19790,513,DCA,"Washington, DC",ATL,"Atlanta, GA",600,06:00,552.0,05:52,-8.0,14.0,606.0,06:06,730.0,07:30,10.0,802,08:02,740.0,07:40,-22.0,0,Not Cancelled,0,122.0,108.0,84.0,547.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-06-19,2023,2,Jun,19,Southwest Airlines Co.,WN,19393,3557,LAX,"Los Angeles, CA",BNA,"Nashville, TN",635,06:35,632.0,06:32,-3.0,13.0,645.0,06:45,1217.0,12:17,5.0,1235,12:35,1222.0,12:22,-13.0,0,Not Cancelled,0,240.0,230.0,212.0,1797.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-11-14,2021,4,Nov,14,PSA Airlines Inc.,OH,20397,5314,CRW,"Charleston/Dunbar, WV",CLT,"Charlotte, NC",1437,14:37,1515.0,15:15,38.0,14.0,1529.0,15:29,1612.0,16:12,8.0,1559,15:59,1620.0,16:20,21.0,0,Not Cancelled,0,82.0,65.0,43.0,221.0,1.0,0.0,0.0,0.0,20.0,No,No
2022-10-22,2022,4,Oct,22,Southwest Airlines Co.,WN,19393,1921,LGB,"Long Beach, CA",SMF,"Sacramento, CA",1840,18:40,1903.0,19:03,23.0,9.0,1912.0,19:12,2018.0,20:18,4.0,2000,20:00,2022.0,20:22,22.0,0,Not Cancelled,0,80.0,79.0,66.0,387.0,7.0,0.0,0.0,0.0,15.0,No,No
2019-01-29,2019,1,Jan,29,JetBlue Airways,B6,20409,1033,MCO,"Orlando, FL",SJU,"San Juan, PR",936,09:36,932.0,09:32,-4.0,19.0,951.0,09:51,1311.0,13:11,5.0,1325,13:25,1316.0,13:16,-9.0,0,Not Cancelled,0,169.0,164.0,140.0,1189.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-04-24,2022,2,Apr,24,United Air Lines Inc.,UA,19977,2367,PIT,"Pittsburgh, PA",SFO,"San Francisco, CA",600,06:00,557.0,05:57,-3.0,10.0,607.0,06:07,810.0,08:10,5.0,833,08:33,815.0,08:15,-18.0,0,Not Cancelled,0,333.0,318.0,303.0,2254.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-11-24,2021,4,Nov,24,United Air Lines Inc.,UA,19977,1962,ORD,"Chicago, IL",OMA,"Omaha, NE",1545,15:45,1543.0,15:43,-2.0,15.0,1558.0,15:58,1709.0,17:09,3.0,1720,17:20,1712.0,17:12,-8.0,0,Not Cancelled,0,95.0,89.0,71.0,416.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-04-22,2023,2,Apr,22,Southwest Airlines Co.,WN,19393,2720,OKC,"Oklahoma City, OK",DEN,"Denver, CO",1240,12:40,1237.0,12:37,-3.0,13.0,1250.0,12:50,1307.0,13:07,7.0,1320,13:20,1314.0,13:14,-6.0,0,Not Cancelled,0,100.0,97.0,77.0,495.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-06-05,2022,2,Jun,5,Spirit Air Lines,NK,20416,815,ORD,"Chicago, IL",MSY,"New Orleans, LA",1616,16:16,1631.0,16:31,15.0,12.0,1643.0,16:43,1827.0,18:27,5.0,1841,18:41,1832.0,18:32,-9.0,0,Not Cancelled,0,145.0,121.0,104.0,836.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-02-21,2022,1,Feb,21,Southwest Airlines Co.,WN,19393,1121,PHL,"Philadelphia, PA",TPA,"Tampa, FL",1300,13:00,1258.0,12:58,-2.0,10.0,1308.0,13:08,1518.0,15:18,5.0,1545,15:45,1523.0,15:23,-22.0,0,Not Cancelled,0,165.0,145.0,130.0,920.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-02-01,2019,1,Feb,1,Endeavor Air Inc.,9E,20363,5077,DFW,"Dallas/Fort Worth, TX",CVG,"Cincinnati, OH",1936,19:36,1929.0,19:29,-7.0,14.0,1943.0,19:43,2228.0,22:28,4.0,2247,22:47,2232.0,22:32,-15.0,0,Not Cancelled,0,131.0,123.0,105.0,812.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-07-27,2019,3,Jul,27,Southwest Airlines Co.,WN,19393,4994,BUF,"Buffalo, NY",PHX,"Phoenix, AZ",1715,17:15,1713.0,17:13,-2.0,7.0,1720.0,17:20,1819.0,18:19,6.0,1845,18:45,1825.0,18:25,-20.0,0,Not Cancelled,0,270.0,252.0,239.0,1912.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-07-31,2019,3,Jul,31,Southwest Airlines Co.,WN,19393,936,TPA,"Tampa, FL",BWI,"Baltimore, MD",2220,22:20,2249.0,22:49,29.0,8.0,2257.0,22:57,44.0,00:44,4.0,30,00:30,48.0,00:48,18.0,0,Not Cancelled,0,130.0,119.0,107.0,842.0,0.0,0.0,0.0,0.0,18.0,No,No
2021-04-26,2021,2,Apr,26,SkyWest Airlines Inc.,OO,20304,3147,ORD,"Chicago, IL",CVG,"Cincinnati, OH",1244,12:44,1239.0,12:39,-5.0,15.0,1254.0,12:54,1436.0,14:36,7.0,1505,15:05,1443.0,14:43,-22.0,0,Not Cancelled,0,81.0,64.0,42.0,264.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-09-14,2020,3,Sep,14,Envoy Air,MQ,20398,3438,ORD,"Chicago, IL",PWM,"Portland, ME",1825,18:25,1818.0,18:18,-7.0,38.0,1856.0,18:56,2151.0,21:51,3.0,2151,21:51,2154.0,21:54,3.0,0,Not Cancelled,0,146.0,156.0,115.0,900.0,0.0,0.0,0.0,0.0,0.0,No,No
